#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:alignment_twin" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:alignment_twin" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:alignment_twin" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment_twin" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:alignment_twin" name="distribution" x="@birthRate.t:alignment_twin">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="kappa1Prior.s:alignment_twin" name="distribution">
#            <parameter id="kappa1.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:alignment_twin" name="distribution">
#            <parameter id="kappa2.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.3" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ucldStdevPrior.c:alignment_twin" name="distribution">
#            <parameter id="ucldStdev.c:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment_twin" id="treeLikelihood.alignment_twin" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment_twin">
#            <siteModel id="SiteModel.s:alignment_twin" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment_twin" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment_twin" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment_twin" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:alignment_twin" kappa1="@kappa1.s:alignment_twin" kappa2="@kappa2.s:alignment_twin" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies id="estimatedFreqs.s:alignment_twin" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment_twin" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:alignment_twin" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:alignment_twin">
#                <LogNormal S="@ucldStdev.c:alignment_twin" id="LogNormalDistributionModel.c:alignment_twin" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.6" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="10" id="rateCategories.c:alignment_twin" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:alignment_twin" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	YuleModel	birthRate
871000	-4827.880896303406	-4824.561394930338	-3.31950137306817	-4824.561394930338	0.9224177882268451	1.0319197057480864	1.1082152657138078	0.25634603612412155	0.25150494103054416	0.2450474606446308	0.24710156220070345	0.10139808682999514	1.0173900093523072	0.012455287930455866	0.11606143056771753	-1.1526520478444708	2.068005270452268
872000	-4824.864655456041	-4821.340596063088	-3.524059392952675	-4821.340596063088	0.9658984070086137	1.0319197057480864	1.1082152657138078	0.25634603612412155	0.25150494103054416	0.2450474606446308	0.24710156220070345	0.0196221455827193	0.9859128579615892	2.5798378674948114E-4	0.016124618470426788	-2.3274981177275715	1.0062565650263506
873000	-4826.732589053495	-4822.054962949004	-4.677626104490946	-4822.054962949004	0.9749548550190672	1.0319197057480864	1.1082152657138078	0.25634603612412155	0.25408966043734144	0.24246274123783348	0.24710156220070345	0.25106453068817186	0.9152895456478252	0.024817478804832233	0.17173022394922383	-1.7014528945585798	2.910508981832915
874000	-4830.674058867898	-4826.0317463128895	-4.642312555008313	-4826.0317463128895	1.214500100903495	0.7966312694781599	1.1082152657138078	0.25634603612412155	0.25408966043734144	0.24246274123783348	0.24710156220070345	0.029453616215867867	1.0223063441179616	9.132325849547202E-4	0.029800380234948694	-3.3099487476935656	0.8171305624067918
875000	-4826.733414088626	-4821.867054159188	-4.866359929437634	-4821.867054159188	0.9626363511007782	0.7966312694781599	1.1082152657138078	0.25634603612412155	0.25408966043734144	0.24246274123783348	0.24710156220070345	0.0389357734073258	0.9841894201696926	0.001740036697955872	0.041665782997774715	-3.380671073714522	4.738035805221397
876000	-4825.2632466874875	-4821.771893632854	-3.4913530546333837	-4821.771893632854	1.083050126567144	0.7966312694781599	1.1082152657138078	0.25634603612412155	0.25408966043734144	0.24246274123783348	0.24710156220070345	0.020516189195430298	0.996494547695878	2.1124940624290512E-4	0.014609882546965672	-2.3488735257609226	1.1154203511067626
877000	-4824.595248816695	-4822.106218110163	-2.4890307065311807	-4822.106218110163	0.9579577035741441	0.7065160136802358	1.1082152657138078	0.25634603612412155	0.25408966043734144	0.24246274123783348	0.24710156220070345	0.02530081352485461	1.001592001794786	4.5630278039258975E-4	0.021697688397166758	-1.2586494502286851	1.9120176251019732
878000	-4826.429203914702	-4823.986979917511	-2.442223997190499	-4823.986979917511	0.9524153196515084	0.5706918338989968	1.1082152657138078	0.25634603612412155	0.25408966043734144	0.24246274123783348	0.24710156220070345	0.026716416992058904	0.9945797618695695	7.885595717600376E-4	0.028300547771864894	-1.1978747005773616	2.0211324771086505
879000	-4822.839612558264	-4821.4790885645825	-1.3605239936813693	-4821.4790885645825	1.014775145646337	0.7412929166328652	1.1082152657138078	0.25634603612412155	0.25408966043734144	0.24246274123783348	0.24710156220070345	0.0010805849695549076	0.9995596917947983	1.7118792632947066E-6	0.0013088602830937678	-1.6380047819077188	1.4881140544573708
880000	-4823.668960959093	-4821.968686300309	-1.7002746587838717	-4821.968686300309	0.9883208580093008	0.7412929166328652	1.1082152657138078	0.26147721097656174	0.25408966043734144	0.24246274123783348	0.2419703873482633	0.0017195696534237825	0.9993868050967086	4.394192577623149E-6	0.002096494111429768	-1.762193544102911	1.3234647712373058
881000	-4826.803397300463	-4823.100354777263	-3.703042523199851	-4823.100354777263	1.1715821830463098	0.7412929166328652	1.1082152657138078	0.2595893173759699	0.25408966043734144	0.24435063483842534	0.2419703873482633	0.04753823036796121	0.9787489464573266	0.0011447650608925166	0.03426287773951404	-2.116706396830117	2.1398263608543115
882000	-4826.411604565316	-4823.923836658224	-2.4877679070927474	-4823.923836658224	0.8444684728774386	0.7412929166328652	1.1082152657138078	0.2595893173759699	0.25408966043734144	0.24435063483842534	0.2419703873482633	0.016579492358857775	0.9989722370029949	2.4138966771631418E-4	0.01539358976126984	-1.4674673103807452	1.26287344302682
883000	-4824.58838368586	-4822.060711657278	-2.527672028581606	-4822.060711657278	0.9714707791177843	0.7412929166328652	1.1082152657138078	0.2595893173759699	0.25408966043734144	0.24435063483842534	0.2419703873482633	0.02776029113099406	0.9926358017404708	9.471606907120317E-4	0.030556777050772463	-1.2407860429549857	2.22729273361908
884000	-4826.91181637421	-4824.204681592948	-2.7071347812614013	-4824.204681592948	0.9058727784558677	0.7412929166328652	1.1082152657138078	0.2595893173759699	0.25408966043734144	0.24435063483842534	0.2419703873482633	0.06669419597545771	1.0263099228452055	0.004306164715233565	0.06665117199919103	-0.9147550840459626	2.3768112165921975
885000	-4826.972903108847	-4825.127284206852	-1.845618901995144	-4825.127284206852	0.8754537249399417	0.9491855344548583	1.356656389852296	0.2595893173759699	0.25408966043734144	0.24435063483842534	0.2419703873482633	0.009539065832870999	0.992252821038438	5.116108299747791E-5	0.007192343481794237	-0.9378490527386187	2.847674926927122
886000	-4825.999848935124	-4824.08552138954	-1.9143275455833617	-4824.08552138954	1.0961394795068868	0.9491855344548583	1.356656389852296	0.2595893173759699	0.25408966043734144	0.24435063483842534	0.2419703873482633	0.002011427458715493	1.0012763373291418	2.07542429966876E-6	0.0014396373537783824	-1.742904755370048	1.9523844097269516
887000	-4829.383083494248	-4825.804901262642	-3.5781822316066547	-4825.804901262642	0.9090803125889247	0.9491855344548583	1.3686706919511271	0.2595893173759699	0.25408966043734144	0.24435063483842534	0.2419703873482633	0.057195422947412866	0.998470466778462	0.0038826340470071797	0.0631967872634079	-1.7160922834811752	1.2417440684804921
888000	-4826.510212625703	-4824.910323603175	-1.5998890225285933	-4824.910323603175	0.8898903307879235	0.9491855344548583	1.3686706919511271	0.2534129802924988	0.25408966043734144	0.24435063483842534	0.2481467244317344	0.004587795578057741	1.0025841347239992	2.0716639512947765E-5	0.004547987732666471	-1.037174814713552	2.9563495439312515
889000	-4826.447457476763	-4823.899835828871	-2.547621647891801	-4823.899835828871	0.9176647687465651	0.9491855344548583	1.3686706919511271	0.2534129802924988	0.25408966043734144	0.24435063483842534	0.2481467244317344	0.02419636161897559	1.0110197525491988	1.5795024882787122E-4	0.012549400355842516	-1.1680083420693959	2.5325319598387535
890000	-4825.485828452794	-4822.9912867509465	-2.4945417018473375	-4822.9912867509465	0.927684224098557	0.9182210756488483	1.3686706919511271	0.2534129802924988	0.25408966043734144	0.24435063483842534	0.2481467244317344	0.020943664263864605	1.0031570245742645	5.794064468311115E-4	0.024012044320889304	-1.2003925173627354	1.665717891472587
891000	-4825.932036776932	-4823.003271111281	-2.9287656656517074	-4823.003271111281	0.9855895938349409	0.9182210756488483	1.3686706919511271	0.2534129802924988	0.25408966043734144	0.24435063483842534	0.2481467244317344	0.03130448793938293	0.979024213582184	0.0012485696274626657	0.03576424225333678	-1.4224403991678702	1.8984512335202774
892000	-4825.513559569043	-4822.395354117382	-3.118205451659938	-4822.395354117382	0.8184734183574469	0.9182210756488483	1.3686706919511271	0.2534129802924988	0.25408966043734144	0.24435063483842534	0.2481467244317344	0.12957953652663667	1.0375169910966537	0.011778229737021868	0.11301016504700163	-0.7005347172594929	2.9162696302602873
893000	-4824.700536579527	-4822.727356081964	-1.9731804975625309	-4822.727356081964	0.908262462613719	0.9182210756488483	1.3686706919511271	0.2534129802924988	0.25408966043734144	0.2556315939568667	0.23686576531329306	0.010299028783056706	1.0077842929335807	1.0464801920382067E-4	0.010199025505124542	-1.0336898894198807	1.9449860864084407
894000	-4827.126048909265	-4824.660122456401	-2.4659264528633	-4824.660122456401	0.8554149137917093	0.8299905381251191	1.3686706919511271	0.2534129802924988	0.25408966043734144	0.2556315939568667	0.23686576531329306	0.0018629030505828638	1.0006961515336337	4.537128468725215E-6	0.0021302352701002866	-2.3633564563035296	4.831526897550846
895000	-4824.128972172498	-4823.312663223167	-0.8163089493309945	-4823.312663223167	0.9293323378710716	0.8299905381251191	1.3686706919511271	0.2534129802924988	0.25408966043734144	0.2556315939568667	0.23686576531329306	7.556183962252075E-4	0.999433886109616	7.389528293277771E-7	8.600726524652034E-4	-1.132082534723832	1.8210384416519136
896000	-4826.38537563226	-4825.914261520955	-0.4711141113046988	-4825.914261520955	0.8777410664586223	0.8299905381251191	1.3686706919511271	0.2534129802924988	0.25408966043734144	0.2556315939568667	0.23686576531329306	2.878780039367661E-4	0.9999408679443917	1.6648069742760548E-8	1.2903040666704255E-4	-1.2323983253732944	3.3304709492356146
897000	-4824.551888622764	-4821.822018415197	-2.7298702075668437	-4821.822018415197	0.9668674163047907	0.9035527141408496	1.3686706919511271	0.2452200544077196	0.25408966043734144	0.2556315939568667	0.24505869119807228	0.011827053495190686	0.9970097770180719	1.0011858297182463E-4	0.010066233776528684	-1.7275218079769044	3.221559021072039
898000	-4826.4008331173845	-4824.4396974040465	-1.9611357133377822	-4824.4396974040465	0.908218691346714	0.9035527141408496	1.3686706919511271	0.2452200544077196	0.25408966043734144	0.2556315939568667	0.24505869119807228	0.0077204961607298585	0.9919877469911542	3.870099353506156E-5	0.006264740976183102	-1.1659059177840891	2.9624410658127567
899000	-4826.02388007312	-4822.655641403891	-3.368238669228832	-4822.655641403891	0.910524951006921	0.9035527141408496	1.3686706919511271	0.2452200544077196	0.25408966043734144	0.2556315939568667	0.24505869119807228	0.007006817119055528	1.0044335312507953	2.750556828699909E-5	0.005234731925457332	-2.6195341684654982	0.8769853585951568
900000	-4824.950395647245	-4820.738385577793	-4.212010069451713	-4820.738385577793	0.8731623926239981	0.9035527141408496	1.3686706919511271	0.2452200544077196	0.25408966043734144	0.2556315939568667	0.24505869119807228	0.251156627560701	1.103397902525467	0.057652861623882515	0.25063575256197007	-1.1761420288478848	1.68742172074828
901000	-4828.6675210310805	-4824.293078666184	-4.374442364896436	-4824.293078666184	0.8299072716151222	0.9035527141408496	1.3686706919511271	0.2397708889613193	0.25408966043734144	0.2556315939568667	0.2505078566444726	0.3657222143187246	1.154260540377572	0.11669244334436095	0.35207835858787434	-0.8655687991243171	2.705854427008209
902000	-4827.718106686234	-4821.990653330679	-5.727453355554974	-4821.990653330679	0.8450296120627162	0.9035527141408496	1.3686706919511271	0.2397708889613193	0.25408966043734144	0.2556315939568667	0.2505078566444726	0.6032658028601763	1.0799605005111046	0.3007013825820733	0.5317560224571976	-1.366152350071847	1.3757519907333953
903000	-4828.382262854843	-4823.62786126598	-4.75440158886314	-4823.62786126598	0.7923807953483066	0.8676912160764216	0.8532533735088101	0.2397708889613193	0.25408966043734144	0.2556315939568667	0.2505078566444726	0.5926484202411911	1.2994423156060566	0.21352234023610986	0.5042796159174895	-0.6340762882859998	2.1494258915815743
904000	-4829.984723197861	-4825.804937132611	-4.179786065250161	-4825.804937132611	0.6529717701864541	0.8676912160764216	0.8532533735088101	0.2397708889613193	0.25408966043734144	0.2556315939568667	0.2505078566444726	0.5734215608446332	1.2514936527654807	0.2456876644235252	0.5896531685612078	-0.12499011410261662	2.543738853977921
905000	-4826.960186552729	-4822.476422338752	-4.483764213977713	-4822.476422338752	0.7148548339738737	0.8676912160764216	0.8532533735088101	0.2397708889613193	0.25408966043734144	0.2556315939568667	0.2505078566444726	0.5190141254420045	1.1151337452555197	0.1828421894824175	0.41147832722878336	-0.6173307000804265	3.6664456516841764
906000	-4824.856530529216	-4820.645906613985	-4.210623915231198	-4820.645906613985	0.7501865244056898	0.8676912160764216	1.0940793911114892	0.2397708889613193	0.2553524754925345	0.2556315939568667	0.2492450415892796	0.43895033493791674	1.190319894858716	0.15202441999672198	0.46142878764213113	-0.5469459572601543	2.5580967156303847
907000	-4824.175459311909	-4819.109570701786	-5.065888610123753	-4819.109570701786	0.8303757907990269	0.8676912160764216	1.0940793911114892	0.2397708889613193	0.2572446057044486	0.2556315939568667	0.24735291137736545	0.37675896649275453	1.0159373448093845	0.12858158481432877	0.419057998200311	-1.635398117318319	3.9012810575914934
908000	-4823.90861402596	-4819.813326585093	-4.095287440866698	-4819.813326585093	0.6299831580434533	0.8676912160764216	1.0940793911114892	0.2397708889613193	0.2572446057044486	0.25667940757036833	0.2463050977638638	0.4272602889751779	1.2205997847402426	0.18347424783325664	0.46298929971235087	-0.47464722834505046	4.069234648804349
909000	-4825.163827672914	-4820.585755025446	-4.578072647467523	-4820.585755025446	0.7734519751355338	0.8676912160764216	1.0940793911114892	0.2397708889613193	0.2572446057044486	0.25667940757036833	0.2463050977638638	0.47518728101426405	1.0698144238919827	0.11836370431272138	0.3922253577920699	-0.7829885510101899	2.645430797802827
910000	-4825.926410964105	-4821.79642839796	-4.129982566145442	-4821.79642839796	0.710977644605309	0.8344845318887478	1.0940793911114892	0.2397708889613193	0.2572446057044486	0.25667940757036833	0.2463050977638638	0.47454671402094073	1.2966801882534582	0.3254334358754256	0.5617858927054326	-0.3472131100600562	2.2642382221007673
911000	-4826.113717498077	-4822.173356790189	-3.9403607078871454	-4822.173356790189	0.8100368747990353	0.8344845318887478	1.0940793911114892	0.2397708889613193	0.2572446057044486	0.25667940757036833	0.2463050977638638	0.27369441052492427	1.0591476436229756	0.0689762871770404	0.3006712272248767	-0.936900458494272	2.4290155134544924
912000	-4824.502283785205	-4819.444175951733	-5.058107833471856	-4819.444175951733	0.8801301701679349	0.8344845318887478	1.0940793911114892	0.2397708889613193	0.2572446057044486	0.25667940757036833	0.2463050977638638	0.44427420797978023	0.9162697010485714	0.12631980391974174	0.4701243481906582	-1.3849552216728704	2.12145265845284
913000	-4824.760169966606	-4820.698196872955	-4.06197309365084	-4820.698196872955	0.7511536475486967	0.8344845318887478	1.0918219089678742	0.2397708889613193	0.2572446057044486	0.23902374013910466	0.26396076519512746	0.37150059758204806	1.2183000790096308	0.1927567017450291	0.45493530293728635	-0.6625999092482187	2.2176692574990624
914000	-4824.276473123241	-4820.439615878407	-3.836857244834431	-4820.439615878407	0.6505903421716289	0.8344845318887478	1.0918219089678742	0.2397708889613193	0.2572446057044486	0.23902374013910466	0.26396076519512746	0.3819030706653505	1.1936615430607869	0.2503374039832649	0.46859281846116985	-0.39753075189028575	1.8565277141683154
915000	-4825.230371765154	-4821.358497070683	-3.8718746944707476	-4821.358497070683	0.7624296631163884	0.8344845318887478	1.0918219089678742	0.2397708889613193	0.2572446057044486	0.26501582253997513	0.23796868279425698	0.300116556106578	1.166218609430433	0.10837524086050382	0.2933842749164051	-0.7576596063203171	1.619122512558569
916000	-4827.950860351925	-4823.159676255778	-4.791184096146938	-4823.159676255778	1.1685393885699242	1.0542440843280445	1.0918219089678742	0.2397708889613193	0.2572446057044486	0.26501582253997513	0.23796868279425698	0.17144618621032556	0.8837490451320312	0.015403278566373012	0.13415220566508768	-2.197097628306477	2.3223184805361443
917000	-4831.438172636994	-4827.083529096621	-4.354643540373092	-4827.083529096621	0.8604404455675476	1.0542440843280445	1.0918219089678742	0.2397708889613193	0.2572446057044486	0.26501582253997513	0.23796868279425698	0.20140856533349957	0.9589653897063688	0.03548133643363715	0.17853084271540423	-1.6079461663735835	1.2814054185628048
918000	-4828.187829227663	-4824.455801588773	-3.7320276388903015	-4824.455801588773	1.0273350130196979	1.0542440843280445	1.0918219089678742	0.2397708889613193	0.2572446057044486	0.26501582253997513	0.23796868279425698	0.05778965111596589	1.0101877970192519	0.0037734035989211	0.060720978609805	-1.9362157311184487	1.274525841557222
919000	-4827.477014067393	-4824.0736429897	-3.4033710776926993	-4824.0736429897	0.9750352541050228	1.0542440843280445	1.0918219089678742	0.2397708889613193	0.2572446057044486	0.23927651617811616	0.263707989156116	0.02796595994493919	1.010601182035658	3.567702632959439E-4	0.018750927580103428	-2.0198203948175406	3.4443196017348177
920000	-4827.114302821169	-4824.856730805028	-2.257572016141575	-4824.856730805028	0.9367425106383195	0.7143820854994528	1.0918219089678742	0.253554723752975	0.24346077091279292	0.23927651617811616	0.263707989156116	0.02158608218672289	0.9894581583259402	4.0764970417856984E-4	0.02018777590295595	-1.1147343097977136	2.177525487488091
921000	-4827.146838411029	-4824.5591974408835	-2.587640970145708	-4824.5591974408835	1.0036323843367454	0.7143820854994528	1.0918219089678742	0.253554723752975	0.24346077091279292	0.23927651617811616	0.263707989156116	0.010978444959599225	0.992897356581641	1.377300163162705E-4	0.011784507845899773	-1.783862547598316	2.897833650863467
922000	-4825.3140299852075	-4822.126985328482	-3.1870446567257895	-4822.126985328482	0.8690605310101811	0.7143820854994528	1.0918219089678742	0.253554723752975	0.24346077091279292	0.23927651617811616	0.263707989156116	0.12421275930595622	0.9848397094957599	0.01085052235143961	0.11048274276461349	-0.9698047205529816	2.780531337222817
923000	-4825.230338488413	-4823.08489156414	-2.1454469242722745	-4823.08489156414	0.9010377713547838	0.7143820854994528	1.0918219089678742	0.253554723752975	0.24346077091279292	0.23927651617811616	0.263707989156116	0.007717214576971924	1.006133603492978	7.341692020867632E-5	0.008563157812393134	-1.5124899234926512	1.3320900716534745
924000	-4826.036949650517	-4823.175534041562	-2.8614156089554266	-4823.175534041562	0.9599389185946368	0.7143820854994528	1.0918219089678742	0.253554723752975	0.24346077091279292	0.23927651617811616	0.263707989156116	0.033968477976904624	1.0224881871610585	9.759243383055652E-4	0.031121045615634287	-1.477416674804327	2.8785535855409488
925000	-4828.364184071917	-4825.620346996905	-2.7438370750122094	-4825.620346996905	0.9354773752241062	0.7143820854994528	1.0918219089678742	0.253554723752975	0.24346077091279292	0.23927651617811616	0.263707989156116	0.01413486558936825	1.0045150495185593	1.273365816830018E-4	0.011233431697933097	-1.8154456101738097	3.452610996380777
926000	-4826.436452280073	-4822.478561142581	-3.9578911374923047	-4822.478561142581	1.0340623775675186	0.7143820854994528	1.0918219089678742	0.253554723752975	0.24346077091279292	0.23927651617811616	0.263707989156116	0.0402627052643917	1.0008422766108682	8.534576094162741E-4	0.029138295063259916	-2.4791462442013206	1.008742866912081
927000	-4828.017882452272	-4824.513850011578	-3.5040324406932557	-4824.513850011578	1.0797955803215513	0.7143820854994528	1.0918219089678742	0.253554723752975	0.24346077091279292	0.23927651617811616	0.263707989156116	0.030681238468377562	1.0010635744885814	5.658099852294185E-4	0.0239022594337464	-2.1755013628273656	1.2305739938816842
928000	-4828.283740717729	-4826.680805183093	-1.6029355346361083	-4826.680805183093	0.8895773991874409	0.6863809639311629	0.790395281060578	0.253554723752975	0.24346077091279292	0.23927651617811616	0.263707989156116	0.00969771499804094	1.0020609668433595	5.738376152753614E-5	0.007556723332480845	-0.9659655631675164	2.6698148160899122
929000	-4827.303806032836	-4823.622626964664	-3.6811790681720216	-4823.622626964664	0.9690384770143334	0.6863809639311629	0.790395281060578	0.253554723752975	0.24346077091279292	0.23927651617811616	0.263707989156116	0.008853707530190994	0.9946769169495847	4.665042243680685E-5	0.006857438531975149	-3.088340375544799	0.7762309073756437
930000	-4828.5361919174775	-4826.020459679745	-2.515732237732483	-4826.020459679745	0.8345727571017131	0.6863809639311629	0.790395281060578	0.253554723752975	0.24346077091279292	0.24561755099932722	0.2573669543349049	0.05752118428292348	1.0019118082131702	0.004391226069209799	0.06695738973027304	-0.9339040662560338	1.622913295400917
931000	-4827.417684575502	-4823.138834882889	-4.2788496926136705	-4823.138834882889	0.7891273656021612	0.6863809639311629	0.790395281060578	0.253554723752975	0.24346077091279292	0.24561755099932722	0.2573669543349049	0.2671343708014188	1.0716372076970129	0.04579455161087952	0.21660699004739065	-1.4411626736723804	4.45144911351587
932000	-4825.4979398289	-4822.997581604792	-2.50035822410822	-4822.997581604792	0.5952824419189816	0.6863809639311629	0.790395281060578	0.253554723752975	0.2511666391759714	0.24561755099932722	0.24966108607172643	0.32135514319177866	1.3128508270497679	0.12599929037527832	0.31758173573389553	0.5643848125597364	3.6354176910100025
933000	-4825.126531833024	-4820.676582467609	-4.44994936541587	-4820.676582467609	1.0599066893087692	0.6863809639311629	0.790395281060578	0.253554723752975	0.2511666391759714	0.24561755099932722	0.24966108607172643	0.2637119629222016	0.8573088957053764	0.05178100300306527	0.2558143910247889	-1.627160427305307	2.051576404205575
934000	-4830.333149636203	-4826.173441136421	-4.1597084997818	-4826.173441136421	0.9390669615458739	0.6863809639311629	0.8311336674907618	0.25200764543279786	0.2511666391759714	0.24561755099932722	0.2512081643919036	0.28630384426316663	1.175557988197324	0.07078597989245071	0.2430196064516245	-1.228584824126325	3.172112689520365
935000	-4827.603412599932	-4824.000452034038	-3.602960565894051	-4824.000452034038	0.8727708412096941	0.6863809639311629	0.8311336674907618	0.25200764543279786	0.2511666391759714	0.24561755099932722	0.2512081643919036	0.26466082431102417	1.1009934110544026	0.05656974517908613	0.21286138840870772	-0.7646983770132021	2.2345990057292093
936000	-4825.691441704752	-4822.84378381809	-2.847657886662307	-4822.84378381809	0.9089316318446735	0.6863809639311629	1.225193429914548	0.25200764543279786	0.2511666391759714	0.24561755099932722	0.2512081643919036	0.013136297995852716	1.0048872266912054	1.332198282247878E-4	0.011582287020620438	-1.9086679290128004	3.8745886084921897
937000	-4826.380773897401	-4821.958163852411	-4.4226100449893515	-4821.958163852411	0.979962242569923	0.6863809639311629	1.225193429914548	0.25200764543279786	0.2511666391759714	0.24561755099932722	0.2512081643919036	0.05846296854932917	0.9809015007343566	0.005726353133268964	0.07574687977911655	-2.6775490281708727	4.092362004075031
938000	-4829.187398506219	-4822.209350743557	-6.978047762663111	-4822.209350743557	1.219556409039432	0.6863809639311629	1.225193429914548	0.25200764543279786	0.2511666391759714	0.24561755099932722	0.2512081643919036	0.1521013001362172	0.928528397479782	0.015951775040757635	0.13001168832568794	-4.547583099623494	3.9713660165686093
939000	-4825.3962482627685	-4821.6814676539625	-3.714780608805838	-4821.6814676539625	1.0924837994809977	0.8785589205866128	0.9198265017233369	0.25200764543279786	0.2511666391759714	0.24561755099932722	0.2512081643919036	0.08530227574862136	0.9596919585414576	0.006576359237241702	0.08198244172078732	-1.7907519766203377	1.955863171004007
940000	-4823.743172832314	-4819.821892300573	-3.9212805317399035	-4819.821892300573	0.9944694008825973	0.8785589205866128	0.9198265017233369	0.24430685043596906	0.25886743417280017	0.24561755099932722	0.2512081643919036	0.10848326980450591	0.9865756574594479	0.012076179338712167	0.11357302582419541	-1.8258749984523348	3.0282493071578584
941000	-4822.4185247496625	-4819.45890506944	-2.9596196802221124	-4819.45890506944	0.9171725074183237	0.8785589205866128	0.9198265017233369	0.24430685043596906	0.25886743417280017	0.24561755099932722	0.2512081643919036	0.04787009844370239	0.9890604950837873	0.0017690328154291426	0.041599842864763585	-1.399584417419037	3.1744545015415726
942000	-4825.358289820475	-4823.367671701895	-1.9906181185794787	-4823.367671701895	0.8580539694869567	0.8785589205866128	1.193555421331447	0.24430685043596906	0.25886743417280017	0.24561755099932722	0.2512081643919036	0.01886655391424066	1.0116757344952636	3.792692394653249E-4	0.019461362609810625	-0.8336411636886929	2.7646248821280213
943000	-4824.462121528355	-4820.236962255834	-4.225159272520256	-4820.236962255834	0.9347256339782142	0.8494446088186771	1.193555421331447	0.24430685043596906	0.25886743417280017	0.24561755099932722	0.2512081643919036	0.021336794868747015	0.9986461792560619	4.3069257574023163E-4	0.020736453275101437	-3.0140415225053374	4.729400021317609
944000	-4827.526775957798	-4822.879795974242	-4.646979983556097	-4822.879795974242	0.9671749768386826	0.9950612131398077	1.193555421331447	0.24430685043596906	0.25886743417280017	0.24561755099932722	0.2512081643919036	0.13205871628422183	0.9555155624725062	0.01051132793038908	0.10325724842245612	-2.2582674901852897	3.843743066740876
